Sample,RT,mz,RTobs,dRT,mzobs,dppm,intensity,area,compound
LLDeep_0026,420.0,385.3465,420.09714,0.097140000000024,385.3439636230469,-6.608466611679174,43301210.0,89587040.10865241,cholestenone
LLDeep_0026,450.0,371.3583,450.591318,0.591318000000001,371.3555908203125,-7.267932779272781,1737673.0,3234814.479724295,coprostanol
LLDeep_0011,432.6,369.3519,432.93624,0.336239999999975,369.3492431640625,-7.330945279257887,914956.6,1688952.949700245,cholesterol
LLDeep_0011,420.0,385.3465,420.096534,0.09653400000002,385.3440246582031,-6.344482741485429,44928480.0,99977233.5857285,cholestenone
LLDeep_0011,450.0,371.3583,449.78829,-0.211709999999982,371.35546875,-7.733609573749245,2438097.0,4868901.751681099,coprostanol
UMCG6150414,432.6,369.3519,432.936456,0.336455999999998,369.3493957519531,-6.752572603024192,2668957.0,5123603.288403931,cholesterol
UMCG6150414,420.0,385.3465,419.56185,-0.438150000000007,385.3442077636719,-6.001303710248309,1123968.0,2073282.237723558,cholestenone
UMCG6150414,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG5921444,432.6,369.3519,433.471782,0.871781999999996,369.3495178222656,-6.504698598924038,948360.0,1468291.689553312,cholesterol
UMCG5921444,420.0,385.3465,420.097038,0.097037999999998,385.3441467285156,-6.186092419398683,21501230.0,48149439.69880501,cholestenone
UMCG5921444,450.0,371.3583,449.7888,-0.211200000000019,371.35546875,-7.404896542426127,1305464.0,2593211.531787,coprostanol
UMCG1576297,432.6,369.3519,432.936438,0.336437999999987,369.34930419921875,-7.110612831220161,2366937.0,4354965.496065132,cholesterol
UMCG1576297,420.0,385.3465,419.29419,-0.705809999999985,385.3442077636719,-5.816515001245448,1966414.0,3147180.579533613,cholestenone
UMCG1576297,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
LLDeep_0037,432.6,369.3519,432.402102,-0.197898000000009,369.34930419921875,-6.862738827120006,925321.8,1873176.68170616,cholesterol
LLDeep_0037,420.0,385.3465,419.829912,-0.170088000000021,385.3440246582031,-6.502873063572173,138321300.0,259535652.2468136,cholestenone
LLDeep_0037,450.0,371.3583,449.789184,-0.210816000000023,371.355712890625,-6.99400525327223,2931874.0,5224611.006782631,coprostanol
UMCG6262744,432.6,369.3519,432.669774,0.069773999999995,369.3493957519531,-6.835197271057577,10938920.0,20994556.82484874,cholesterol
UMCG6262744,420.0,385.3465,419.830194,-0.169805999999994,385.34417724609375,-6.10689725835531,44730180.0,90673992.89879456,cholestenone
UMCG6262744,450.0,371.3583,449.789334,-0.210666000000003,371.35565185546875,-6.884434242780167,532561.5,937876.7924610924,coprostanol
UMCG6047689,432.6,369.3519,432.669348,0.069347999999991,369.3494567871094,-6.587323266957423,18819320.0,36519429.21826223,cholesterol
UMCG6047689,420.0,385.3465,419.562126,-0.437874000000022,385.3440856933594,-6.159694032335055,290431400.0,507817715.1898986,cholestenone
UMCG6047689,450.0,371.3583,449.253882,-0.746118000000024,371.3556823730469,-6.802255984949388,3238317.0,4936020.544839769,coprostanol
UMCG8089650,432.6,369.3519,432.669558,0.069557999999972,369.3496398925781,-6.201741482852927,1612024.0,2951240.65004718,cholesterol
UMCG8089650,420.0,385.3465,419.829852,-0.170147999999983,385.3442687988281,-5.526132743988073,810293.5,1602215.06166788,cholestenone
UMCG8089650,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG1180653,432.6,369.3519,432.939408,0.339407999999992,369.3495788574219,-6.14665837088197,3243866.0,5423179.678603892,cholesterol
UMCG1180653,420.0,385.3465,419.564784,-0.435216000000025,385.3443298339844,-5.552531131051701,115404900.0,215239772.2709801,cholestenone
UMCG1180653,450.0,371.3583,449.256546,-0.743453999999986,371.35589599609375,-6.30918643796471,1284493.0,1828070.766600003,coprostanol
LLDeep_0033,432.6,369.3519,433.472454,0.872454000000005,369.3495178222656,-6.366990818919696,472241.3,758878.1690071,cholesterol
LLDeep_0033,420.0,385.3465,420.097836,0.097835999999973,385.3444519042969,-5.420539196028585,10907760.0,24363198.37895996,cholestenone
LLDeep_0033,450.0,371.3583,449.789478,-0.210522000000026,371.3555908203125,-7.076183511103008,1264570.0,2371246.144348506,coprostanol
LLDeep_0021,432.6,369.3519,432.941964,0.341963999999962,369.3494873046875,-6.64240637908228,781835.5,1590072.934690895,cholesterol
LLDeep_0021,420.0,385.3465,420.102264,0.102263999999991,385.34429931640625,-5.57892951811533,65864260.0,149058197.123893,cholestenone
LLDeep_0021,450.0,371.3583,450.06153,0.061530000000005,371.3558044433594,-6.446150200964986,5468836.0,12197376.3463979,coprostanol
UMCG3321127,432.6,369.3519,432.138066,-0.461934000000042,369.3495788574219,-6.284366150886311,58215940.0,91367626.33879188,cholesterol
UMCG3321127,420.0,385.3465,419.29836,-0.701639999999998,385.3442687988281,-5.816515001245448,32828750.0,52278444.49963095,cholestenone
UMCG3321127,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG6868484,432.6,369.3519,432.936942,0.336941999999965,369.3496398925781,-6.14665837088197,1389632.0,2642962.362101963,cholesterol
UMCG6868484,420.0,385.3465,419.829714,-0.170285999999976,385.3443298339844,-5.631726292095074,33711780.0,67311016.3050367,cholestenone
UMCG6868484,450.0,371.3583,448.71906,-1.280939999999987,371.3555908203125,-7.158361768933789,1857628.0,2319886.424400389,coprostanol
UMCG4722506,432.6,369.3519,432.401856,-0.198144000000013,369.3496398925781,-6.091575258757113,3599532.0,5811897.476751048,cholesterol
UMCG4722506,420.0,385.3465,419.56215,-0.437850000000026,385.3442077636719,-6.054100484375565,167788500.0,276474201.7999713,cholestenone
UMCG4722506,450.0,371.3583,449.788938,-0.211062000000027,371.3559875488281,-7.048790758441726,2578499.0,4253250.109527745,coprostanol
UMCG8255148,432.6,369.3519,432.669732,0.069731999999988,369.34967041015625,-6.14665837088197,12371630.0,23677157.90949292,cholesterol
UMCG8255148,420.0,385.3465,419.294988,-0.705012000000011,385.34417724609375,-5.974905323332194,362473400.0,615247399.593212,cholestenone
UMCG8255148,450.0,371.3583,449.254266,-0.745734000000027,371.3557434082031,-6.720077727118608,1502043.0,2179553.966175192,coprostanol
UMCG1708847,432.6,369.3519,432.134172,-0.465828000000045,369.3496398925781,-6.174199926790497,591341.2,944433.6714586864,cholesterol
UMCG1708847,420.0,385.3465,419.29446,-0.705539999999985,385.3443908691406,-5.552531131051701,38972840.0,60647109.45170317,cholestenone
UMCG1708847,450.0,371.3583,448.718706,-1.281294000000003,371.3559875488281,-6.363971943134207,3903758.0,4647571.789449072,coprostanol
UMCG3299495,432.6,369.3519,432.768408,0.168407999999999,369.3496398925781,-5.981409034815199,31826030.0,62075277.62423071,cholesterol
UMCG3299495,420.0,385.3465,419.661186,-0.338814000000014,385.34429931640625,-5.57892951811533,3217619.0,6412804.433471987,cholestenone
UMCG3299495,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG7115152,432.6,369.3519,432.134292,-0.465708000000006,369.3497314453125,-5.81615969874843,81261920.0,151799084.422754,cholesterol
UMCG7115152,420.0,385.3465,419.02719,-0.972809999999981,385.34454345703125,-5.209352099814582,8493268.0,12190170.7896873,cholestenone
UMCG7115152,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG9830707,432.6,369.3519,432.401514,-0.198486000000003,369.34979248046875,-5.65091036268166,14626270.0,27463973.18909097,cholesterol
UMCG9830707,420.0,385.3465,419.561808,-0.438192000000015,385.34466552734375,-4.813376294597719,10043690.0,17771664.85704621,cholestenone
UMCG9830707,450.0,371.3583,449.52108,-0.478920000000016,371.3562316894531,-5.569582117487693,14832.65,14152.38756384423,coprostanol
UMCG9119812,432.6,369.3519,432.401682,-0.198318000000029,369.34991455078125,-5.513202582523419,22859020.0,43054791.93537305,cholesterol
UMCG9119812,420.0,385.3465,419.29458,-0.705420000000004,385.3446044921875,-4.918969842704721,66777840.0,113277724.6617715,cholestenone
UMCG9119812,450.0,371.3583,449.521248,-0.478751999999986,371.3560791015625,-5.816116890980033,365351.4,570511.9055727161,coprostanol
LLDeep_0012,432.6,369.3519,432.133794,-0.466206,369.3497619628906,-5.705993474652617,915248.8,1501553.949663183,cholesterol
LLDeep_0012,420.0,385.3465,419.294082,-0.705917999999997,385.3443298339844,-5.763718227118192,162375600.0,237152711.2686494,cholestenone
LLDeep_0012,450.0,371.3583,448.718322,-1.281677999999999,371.3562316894531,-5.843509643641315,5329162.0,5551433.494231495,coprostanol
UMCG8438880,432.6,369.3519,432.40395,-0.196050000000014,369.34979248046875,-5.733535030715045,31228300.0,56108423.2496709,cholesterol
UMCG8438880,420.0,385.3465,419.296722,-0.703278000000012,385.3447265625,-4.760579520617975,36015150.0,57153829.4192401,cholestenone
UMCG8438880,450.0,371.3583,448.988478,-1.011522000000014,371.3564758300781,-5.049119817841733,19721.41,13357.82823221124,coprostanol
LLDeep_0034,432.6,369.3519,432.66903,0.069029999999998,369.349853515625,-5.623368806619231,2968019.0,5418407.008484267,cholesterol
LLDeep_0034,420.0,385.3465,419.294418,-0.705581999999993,385.3446044921875,-4.892571455641092,66467340.0,109636762.5604805,cholestenone
LLDeep_0034,450.0,371.3583,449.788596,-0.211404000000016,371.35614013671875,-5.651760375318474,810905.1,1500447.236370472,coprostanol
LLDeep_0022,432.6,369.3519,432.134766,-0.46523400000001,369.3497619628906,-5.705993474652617,1871600.0,2793229.025939452,cholesterol
LLDeep_0022,420.0,385.3465,419.027676,-0.972324000000015,385.3446960449219,-4.628587585594858,154011600.0,210070531.6781524,cholestenone
LLDeep_0022,450.0,371.3583,448.719438,-1.280561999999975,371.35626220703125,-5.350440096656637,4099418.0,4380042.177737867,coprostanol
LLDeep_0027,432.6,369.3519,431.602866,-0.997134000000017,369.3499755859375,-5.32041169054812,51274260.0,75135843.32365176,cholesterol
LLDeep_0027,420.0,385.3465,419.298192,-0.701808000000028,385.3446350097656,-4.866173068724977,53227410.0,80877587.0807739,cholestenone
LLDeep_0027,450.0,371.3583,448.722438,-1.277561999999989,371.3560485839844,-6.363971943134207,152319.8,153081.6341716633,coprostanol
UMCG5792346,432.6,369.3519,431.600364,-0.99963600000001,369.3498229980469,-5.595827250556804,46148730.0,63857708.22734392,cholesterol
UMCG5792346,420.0,385.3465,418.760664,-1.23933599999998,385.34466552734375,-4.681384359574603,7609800.0,8211655.116611862,cholestenone
UMCG5792346,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG4789724,432.6,369.3519,432.940908,0.340907999999956,369.34979248046875,-5.761076586623573,703809.1,1539073.486492706,cholesterol
UMCG4789724,420.0,385.3465,419.298786,-0.701213999999993,385.34454345703125,-5.103758551855094,8830344.0,14625502.43048108,cholestenone
UMCG4789724,450.0,371.3583,450.06048,0.060479999999984,371.35601806640625,-6.144829922303151,310680.2,557308.4837688328,coprostanol
UMCG4081271,432.6,369.3519,432.669012,0.069011999999987,369.349853515625,-5.595827250556804,1604684.0,3184271.813341301,cholesterol
UMCG4081271,420.0,385.3465,419.02689,-0.97311000000002,385.34454345703125,-5.024563390811721,52131490.0,77717848.40865605,cholestenone
UMCG4081271,450.0,371.3583,448.986162,-1.013838000000021,371.3562316894531,-5.487403859656914,2045796.0,2634309.402280135,coprostanol
UMCG3748218,432.6,369.3519,432.402234,-0.197766000000001,369.3497619628906,-5.81615969874843,24977790.0,47679077.89112412,cholesterol
UMCG3748218,420.0,385.3465,419.562528,-0.437472000000014,385.3446044921875,-4.839774681661348,6569958.0,11783205.68954902,cholestenone
UMCG3748218,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG3748218,432.6,369.3519,434.00688,1.406880000000001,369.3506774902344,-3.337419657746881,10727970.0,6164059.453045692,cholesterol
UMCG3748218,420.0,385.3465,421.434696,1.434695999999974,385.3455810546875,-2.43752146329654,5442888.0,4789188.314094661,cholestenone
UMCG3748218,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
LLDeep_0043,432.6,369.3519,432.401706,-0.198294000000033,369.3498229980469,-5.595827250556804,6297624.0,11096981.3117332,cholesterol
LLDeep_0043,420.0,385.3465,419.562108,-0.437891999999977,385.3444519042969,-5.341344034985212,185394500.0,339914256.2418968,cholestenone
LLDeep_0043,450.0,371.3583,449.521266,-0.478733999999974,371.3563232421875,-5.460011106995631,2385377.0,4035276.361826791,coprostanol
LLDeep_0047,432.6,369.3519,432.232962,-0.367038000000036,369.3498229980469,-5.705993474652617,547161.7,1091664.063538872,cholesterol
LLDeep_0047,420.0,385.3465,419.125866,-0.874134000000026,385.3446044921875,-4.918969842704721,16116150.0,25991393.73394507,cholestenone
LLDeep_0047,450.0,371.3583,449.352528,-0.647471999999993,371.3559875488281,-5.733938633149252,378245.3,683060.1121555745,coprostanol
UMCG4851027,432.6,369.3519,432.936606,0.336605999999961,369.3498840332031,-5.458119470552461,19026090.0,36499343.93894687,cholesterol
UMCG4851027,420.0,385.3465,419.562006,-0.437994000000003,385.3446350097656,-4.892571455641092,856583.2,1520958.449774811,cholestenone
UMCG4851027,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG7563651,432.6,369.3519,431.866548,-0.733452,369.34967041015625,-6.229283038915355,663547.4,1085611.999490998,cholesterol
UMCG7563651,420.0,385.3465,418.759326,-1.240674000000013,385.3445739746094,-5.077360164791465,11960590.0,14104643.71063195,cholestenone
UMCG7563651,450.0,371.3583,448.718598,-1.281402000000014,371.3559875488281,-5.788724138318749,847937.6,800813.1603317866,coprostanol
LLDeep_0018,432.6,369.3519,432.672168,0.072167999999976,369.3497314453125,-5.568285694648274,417317.2,955196.3409633654,cholesterol
LLDeep_0018,420.0,385.3465,419.297556,-0.702444000000014,385.34454345703125,-4.998165003748093,11328350.0,19488297.29144437,cholestenone
LLDeep_0018,450.0,371.3583,449.524218,-0.475781999999981,371.35601806640625,-5.980473406641592,1002362.0,1796081.501841751,coprostanol
UMCG6738619,432.6,369.3519,432.45102,-0.148979999999995,369.3497009277344,-5.513202582523419,229487.0,417482.7145315444,cholesterol
UMCG6738619,420.0,385.3465,419.343918,-0.656082000000026,385.34454345703125,-5.024563390811721,3630735.0,6480385.303750539,cholestenone
UMCG6738619,450.0,371.3583,449.03556,-0.964440000000025,371.3558654785156,-6.692684974457325,440822.2,701106.3926589357,coprostanol
UMCG3243705,432.6,369.3519,432.93663,0.336629999999957,369.3498229980469,-5.568285694648274,550611.7,1127336.540887105,cholesterol
UMCG3243705,420.0,385.3465,419.294382,-0.705618000000015,385.3446350097656,-4.839774681661348,25255200.0,41985299.28673448,cholestenone
UMCG3243705,450.0,371.3583,449.52117,-0.478830000000016,371.3559875488281,-6.254400932795213,1983214.0,3297629.182762503,coprostanol
LLDeep_0001,432.6,369.3519,432.66957,0.069569999999999,369.34991455078125,-5.458119470552461,619915.9,1338522.666010029,cholesterol
LLDeep_0001,420.0,385.3465,419.56248,-0.437520000000006,385.3446350097656,-4.839774681661348,45584300.0,84332914.70578176,cholestenone
LLDeep_0001,450.0,371.3583,449.52162,-0.478380000000016,371.3564758300781,-5.103905323164298,1439220.0,2752699.535087974,coprostanol
UMCG7198526,432.6,369.3519,432.669132,0.069131999999968,369.3497314453125,-5.678451918590188,17287190.0,35355089.34650085,cholesterol
UMCG7198526,420.0,385.3465,419.29452,-0.705480000000023,385.3446044921875,-4.998165003748093,130573300.0,221835337.2729811,cholestenone
UMCG7198526,450.0,371.3583,448.986276,-1.013724000000025,371.3564147949219,-5.186083580995079,1272749.0,1782330.928216892,coprostanol
UMCG3595094,432.6,369.3519,432.93657,0.336569999999995,369.34979248046875,-5.678451918590188,11255820.0,20551819.8383818,cholesterol
UMCG3595094,420.0,385.3465,419.561958,-0.438041999999996,385.3446350097656,-4.839774681661348,108462000.0,195343654.7805833,cholestenone
UMCG3595094,450.0,371.3583,449.52111,-0.478889999999979,371.3559265136719,-6.062651664472371,1203647.0,1958009.049941431,coprostanol
UMCG5308346,432.6,369.3519,432.669312,0.069311999999968,369.3498229980469,-5.595827250556804,5239949.0,9645658.397909299,cholesterol
UMCG5308346,420.0,385.3465,419.29458,-0.705420000000004,385.34466552734375,-4.786977907681604,38066280.0,63889348.7521067,cholestenone
UMCG5308346,450.0,371.3583,448.986336,-1.013664000000006,371.35638427734375,-5.131298075672512,2501801.0,3628148.632947052,coprostanol
UMCG2136686,432.6,369.3519,432.401808,-0.198192000000006,369.3498229980469,-5.705993474652617,987788.4,1971572.659767176,cholesterol
UMCG2136686,420.0,385.3465,419.562102,-0.437898000000018,385.3445739746094,-5.050961777727838,34696400.0,60805023.16369786,cholestenone
UMCG2136686,450.0,371.3583,449.253864,-0.746135999999979,371.3561706542969,-5.651760375318474,3574006.0,5526058.128282763,coprostanol
LLDeep_0024,432.6,369.3519,432.936678,0.336677999999949,369.3497619628906,-5.81615969874843,865769.5,1657835.462156819,cholesterol
LLDeep_0024,420.0,385.3465,419.82957,-0.17043000000001,385.34454345703125,-5.13015693877121,49894640.0,101349354.5951637,cholestenone
LLDeep_0024,450.0,371.3583,449.788854,-0.211145999999985,371.3561706542969,-5.788724138318749,2875850.0,5667399.285233922,coprostanol
LLDeep_0010,432.6,369.3519,432.942294,0.342293999999981,369.34991455078125,-5.403036358581505,619735.2,1223520.873985048,cholesterol
LLDeep_0010,420.0,385.3465,419.567682,-0.432318000000009,385.3446044921875,-4.998165003748093,44648670.0,82210606.79771397,cholestenone
LLDeep_0010,450.0,371.3583,449.526834,-0.473165999999992,371.3563232421875,-5.213476333503293,1858992.0,3149451.459532476,coprostanol
UMCG4000898,432.6,369.3519,432.234888,-0.365112000000011,369.3497009277344,-5.953867478752772,9969627.0,17554383.22395358,cholesterol
UMCG4000898,420.0,385.3465,419.127786,-0.872213999999985,385.3445129394531,-5.050961777727838,316850900.0,515661604.0411182,cholestenone
UMCG4000898,450.0,371.3583,449.08707,-0.912930000000017,371.3561706542969,-5.405225601826134,4252487.0,5770653.961184202,coprostanol
LLDeep_0028,432.6,369.3519,432.669156,0.069155999999964,369.3499450683594,-5.210245466452307,1567482.0,3072993.415189847,cholesterol
LLDeep_0028,420.0,385.3465,419.562054,-0.437946000000011,385.3446960449219,-4.734181133554347,152454500.0,261404806.774615,cholestenone
LLDeep_0028,450.0,371.3583,449.521206,-0.478793999999994,371.35595703125,-6.281793685303427,4888174.0,8493551.254837606,coprostanol
UMCG2023308,432.6,369.3519,431.866596,-0.733404000000007,369.34979248046875,-5.81615969874843,28858210.0,46606724.53490973,cholesterol
UMCG2023308,420.0,385.3465,419.829438,-0.170562000000018,385.3445129394531,-5.13015693877121,2527346.0,4855825.888380791,cholestenone
UMCG2023308,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG1705352,432.6,369.3519,432.669132,0.069131999999968,369.3498229980469,-5.678451918590188,394146.8,856466.8803888701,cholesterol
UMCG1705352,420.0,385.3465,419.027016,-0.972983999999997,385.3445739746094,-4.998165003748093,9202666.0,12549303.17200668,cholestenone
UMCG1705352,450.0,371.3583,448.986288,-1.013711999999998,371.35614013671875,-5.925687901472094,540512.6,579541.10952838,coprostanol
UMCG4268471,432.6,369.3519,433.20435,0.604349999999954,369.3498229980469,-5.678451918590188,6651269.0,10594970.41171509,cholesterol
UMCG4268471,420.0,385.3465,419.829738,-0.17026199999998,385.3445739746094,-4.918969842704721,1706974.0,3307302.348421123,cholestenone
UMCG4268471,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
LLDeep_0015,432.6,369.3519,432.401874,-0.198126000000002,369.3498229980469,-5.678451918590188,729547.6,1487924.834648242,cholesterol
LLDeep_0015,420.0,385.3465,419.56215,-0.437850000000026,385.344482421875,-5.235750486878212,44672890.0,81549537.30803569,cholestenone
LLDeep_0015,450.0,371.3583,448.986396,-1.013603999999987,371.3560485839844,-5.898295148810812,1044079.0,1575535.445319919,coprostanol
LLDeep_0029,432.6,369.3519,432.401688,-0.198312000000044,369.349853515625,-5.568285694648274,858543.3,1691683.187233114,cholesterol
LLDeep_0029,420.0,385.3465,419.027076,-0.972923999999978,385.3443908691406,-5.420539196028585,88730070.0,129616202.2025003,cholestenone
LLDeep_0029,450.0,371.3583,448.986342,-1.013658000000021,371.35601806640625,-6.254400932795213,2234710.0,2859671.55673315,coprostanol
UMCG5113553,432.6,369.3519,432.402432,-0.197568000000047,369.3498229980469,-5.761076586623573,12274200.0,22533425.9598961,cholesterol
UMCG5113553,420.0,385.3465,419.562726,-0.437274000000002,385.3443603515625,-5.473335970008329,20508280.0,37513255.0912439,cholestenone
UMCG5113553,450.0,371.3583,448.98696,-1.01303999999999,371.35565185546875,-6.91182699544145,185911.1,235863.6849418334,coprostanol
UMCG2739287,432.6,369.3519,432.66981,0.069809999999961,369.34967041015625,-6.064033702848585,19037950.0,41459127.40344856,cholesterol
UMCG2739287,420.0,385.3465,419.562588,-0.437411999999995,385.34429931640625,-5.737319840202075,18767190.0,34975832.31951297,cholestenone
UMCG2739287,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG0333264,432.6,369.3519,432.670176,0.070176000000004,369.3495788574219,-6.366990818919696,22894700.0,45252084.41894036,cholesterol
UMCG0333264,420.0,385.3465,419.028048,-0.971951999999988,385.34442138671875,-5.420539196028585,3944690.0,5599904.155266714,cholestenone
UMCG0333264,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG2788516,432.6,369.3519,431.867112,-0.732888000000003,369.3496398925781,-6.256824594823883,32637420.0,51334854.94651168,cholesterol
UMCG2788516,420.0,385.3465,419.294916,-0.705083999999999,385.3443298339844,-5.631726292095074,11441270.0,17488868.1058456,cholestenone
UMCG2788516,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG6966873,432.6,369.3519,431.867352,-0.73264800000004,369.34954833984375,-6.504698598924038,751530.2,1294639.238767469,cholesterol
UMCG6966873,420.0,385.3465,419.027646,-0.972353999999996,385.3442687988281,-5.869311775225192,49701670.0,67679881.1521438,cholestenone
UMCG6966873,450.0,371.3583,448.986924,-1.013076000000012,371.3559875488281,-6.281793685303427,3300260.0,4224924.647105234,coprostanol
UMCG6628208,432.6,369.3519,432.401664,-0.19833600000004,369.3495788574219,-6.256824594823883,9699801.0,18825227.52742538,cholesterol
UMCG6628208,420.0,385.3465,419.294574,-0.705425999999989,385.3443298339844,-5.658124679158703,19501660.0,31854108.37264218,cholestenone
UMCG6628208,450.0,371.3583,448.986204,-1.013796000000013,371.35614013671875,-6.720077727118608,27177.19,35999.28119489925,coprostanol
UMCG6054655,432.6,369.3519,432.669546,0.069546000000003,369.3496398925781,-6.174199926790497,1404116.0,2879134.820406766,cholesterol
UMCG6054655,420.0,385.3465,419.562324,-0.43767600000001,385.3442687988281,-5.974905323332194,12290940.0,21343251.5455081,cholestenone
UMCG6054655,450.0,371.3583,449.254086,-0.745914000000028,371.35577392578125,-6.857041490118884,87467.47,96114.84274328758,coprostanol
UMCG6720116,432.6,369.3519,433.21431,0.614309999999989,369.3495178222656,-6.504698598924038,2988293.0,4720923.811860025,cholesterol
UMCG6720116,420.0,385.3465,419.839572,-0.160428000000024,385.3443298339844,-5.605327905031446,101177800.0,212783355.5011688,cholestenone
UMCG6720116,450.0,371.3583,450.33375,0.333750000000009,371.3562316894531,-5.925687901472094,759242.0,1505887.859040286,coprostanol
UMCG9533410,432.6,369.3519,433.748436,1.148436000000004,369.34942626953125,-6.614864823019851,3137701.0,3691861.997109865,cholesterol
UMCG9533410,420.0,385.3465,420.641352,0.641351999999984,385.34423828125,-5.605327905031446,635662.4,1129845.621693641,cholestenone
UMCG9533410,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
LLDeep_0030,432.6,369.3519,433.738806,1.138805999999988,369.3493957519531,-6.835197271057577,17523380.0,21908968.11620289,cholesterol
LLDeep_0030,420.0,385.3465,420.364194,0.364193999999998,385.3441467285156,-6.080498871291682,159473800.0,311023845.8622244,cholestenone
LLDeep_0030,450.0,371.3583,450.323346,0.323346000000015,371.3556823730469,-6.802255984949388,1339669.0,2475586.695205502,coprostanol
LLDeep_0039,432.6,369.3519,433.471224,0.871223999999984,369.3494873046875,-6.614864823019851,55221080.0,93495748.596011,cholesterol
LLDeep_0039,420.0,385.3465,420.096486,0.096486000000027,385.3442077636719,-5.869311775225192,11340800.0,24422211.05481313,cholestenone
LLDeep_0039,450.0,371.3583,449.788248,-0.21175199999999,371.356201171875,-5.651760375318474,17312.65,0.0,coprostanol
LLDeep_0003,432.6,369.3519,433.203546,0.603545999999994,369.3492736816406,-7.193237499253546,7130844.0,11132913.04527108,cholesterol
LLDeep_0003,420.0,385.3465,420.36384,0.363839999999982,385.34417724609375,-6.159694032335055,157372700.0,317341533.1297923,cholestenone
LLDeep_0003,450.0,371.3583,450.055602,0.055602000000022,371.35589599609375,-6.939219747949664,2852276.0,5024909.58896587,coprostanol
UMCG9189151,432.6,369.3519,433.738416,1.13841599999995,369.3492736816406,-6.945363495153391,25981900.0,36686229.32183971,cholesterol
UMCG9189151,420.0,385.3465,420.363678,0.363677999999993,385.3439025878906,-6.63486499859529,8527108.0,16531778.07201759,cholestenone
UMCG9189151,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG5613882,432.6,369.3519,433.203696,0.603695999999957,369.3492736816406,-6.945363495153391,22663520.0,34786460.49211639,cholesterol
UMCG5613882,420.0,385.3465,420.63162,0.631619999999998,385.3440246582031,-6.423677902528801,3263582.0,5843895.704824188,cholestenone
UMCG5613882,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
UMCG5437940,432.6,369.3519,434.006394,1.406393999999978,369.349365234375,-6.945363495153391,33068170.0,31322036.73966568,cholesterol
UMCG5437940,420.0,385.3465,421.166688,1.166688000000022,385.3441162109375,-6.133295645418938,2341061.0,3281424.231622883,cholestenone
UMCG5437940,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
LLDeep_0052,432.6,369.3519,433.471668,0.871668,369.3493957519531,-6.80765571514905,21337940.0,29349840.96866112,cholesterol
LLDeep_0052,420.0,385.3465,420.899598,0.899598000000026,385.34393310546875,-6.714060159638663,779966600.0,1312112711.482736,cholestenone
LLDeep_0052,450.0,371.3583,450.591234,0.591233999999986,371.35577392578125,-7.213147274103285,1288753.0,2213916.444996182,coprostanol
